TIME;IPSRC;IPDST;FLAGS;SEQ;ACK;WIN;OPTIONS;LENGTH
11:42:06.688332;190-0-175-100.gba.solunet.com.ar.2883;184.107.43.74.http:;[S],;1560087465:1560087585,;Vide;512,;Vide;120:
11:42:06.688348;190-0-175-100.gba.solunet.com.ar.2884;184.107.43.74.http:;[S],;363368267:363368387,;Vide;512,;Vide;120:
11:42:06.688364;190-0-175-100.gba.solunet.com.ar.2885;184.107.43.74.http:;[S],;357074828:357074948,;Vide;512,;Vide;120:
11:42:06.688381;190-0-175-100.gba.solunet.com.ar.2886;184.107.43.74.http:;[S],;464217066:464217186,;Vide;512,;Vide;120:
11:42:06.688397;190-0-175-100.gba.solunet.com.ar.2887;184.107.43.74.http:;[S],;180960583:180960703,;Vide;512,;Vide;120:
11:42:06.688422;190-0-175-100.gba.solunet.com.ar.2888;184.107.43.74.http:;[S],;320563721:320563841,;Vide;512,;Vide;120:
11:42:06.688441;190-0-175-100.gba.solunet.com.ar.2889;184.107.43.74.http:;[S],;558267099:558267219,;Vide;512,;Vide;120:
11:42:06.688460;190-0-175-100.gba.solunet.com.ar.2890;184.107.43.74.http:;[S],;1691623304:1691623424,;Vide;512,;Vide;120:
11:42:06.688480;190-0-175-100.gba.solunet.com.ar.2891;184.107.43.74.http:;[S],;785418040:785418160,;Vide;512,;Vide;120:
11:42:06.688499;190-0-175-100.gba.solunet.com.ar.2892;184.107.43.74.http:;[S],;79207882:79208002,;Vide;512,;Vide;120:
11:42:06.688518;190-0-175-100.gba.solunet.com.ar.2893;184.107.43.74.http:;[S],;1481238682:1481238802,;Vide;512,;Vide;120:
11:42:06.688537;190-0-175-100.gba.solunet.com.ar.2894;184.107.43.74.http:;[S],;1332866178:1332866298,;Vide;512,;Vide;120:
11:42:06.688556;190-0-175-100.gba.solunet.com.ar.2895;184.107.43.74.http:;[S],;1553538201:1553538321,;Vide;512,;Vide;120:
11:42:06.688575;190-0-175-100.gba.solunet.com.ar.2896;184.107.43.74.http:;[S],;1686532751:1686532871,;Vide;512,;Vide;120:
11:42:06.688594;190-0-175-100.gba.solunet.com.ar.2897;184.107.43.74.http:;[S],;971123777:971123897,;Vide;512,;Vide;120:
11:42:06.688613;190-0-175-100.gba.solunet.com.ar.2898;184.107.43.74.http:;[S],;1871768730:1871768850,;Vide;512,;Vide;120:
11:42:06.688630;190-0-175-100.gba.solunet.com.ar.2899;184.107.43.74.http:;[S],;1943008773:1943008893,;Vide;512,;Vide;120:
11:42:06.688646;190-0-175-100.gba.solunet.com.ar.2900;184.107.43.74.http:;[S],;999980628:999980748,;Vide;512,;Vide;120:
11:42:06.688662;190-0-175-100.gba.solunet.com.ar.2901;184.107.43.74.http:;[S],;886654390:886654510,;Vide;512,;Vide;120:
11:42:06.688678;190-0-175-100.gba.solunet.com.ar.2902;184.107.43.74.http:;[S],;1585830325:1585830445,;Vide;512,;Vide;120:
11:42:06.688694;190-0-175-100.gba.solunet.com.ar.2903;184.107.43.74.http:;[S],;1168172565:1168172685,;Vide;512,;Vide;120:
11:42:06.688710;190-0-175-100.gba.solunet.com.ar.2904;184.107.43.74.http:;[S],;309344077:309344197,;Vide;512,;Vide;120:
11:42:06.688736;190-0-175-100.gba.solunet.com.ar.2905;184.107.43.74.http:;[S],;320187039:320187159,;Vide;512,;Vide;120:
11:42:06.688753;190-0-175-100.gba.solunet.com.ar.2906;184.107.43.74.http:;[S],;1283135539:1283135659,;Vide;512,;Vide;120:
11:42:06.688769;190-0-175-100.gba.solunet.com.ar.2907;184.107.43.74.http:;[S],;1807898840:1807898960,;Vide;512,;Vide;120:
11:42:06.688785;190-0-175-100.gba.solunet.com.ar.2908;184.107.43.74.http:;[S],;578972798:578972918,;Vide;512,;Vide;120:
11:42:06.688801;190-0-175-100.gba.solunet.com.ar.2909;184.107.43.74.http:;[S],;324368729:324368849,;Vide;512,;Vide;120:
11:42:06.688817;190-0-175-100.gba.solunet.com.ar.2910;184.107.43.74.http:;[S],;402649344:402649464,;Vide;512,;Vide;120:
11:42:06.688833;190-0-175-100.gba.solunet.com.ar.2911;184.107.43.74.http:;[S],;1046548292:1046548412,;Vide;512,;Vide;120:
11:42:06.688849;190-0-175-100.gba.solunet.com.ar.2912;184.107.43.74.http:;[S],;445136241:445136361,;Vide;512,;Vide;120:
11:42:06.688865;190-0-175-100.gba.solunet.com.ar.2913;184.107.43.74.http:;[S],;1616021747:1616021867,;Vide;512,;Vide;120:
11:42:06.688881;190-0-175-100.gba.solunet.com.ar.2914;184.107.43.74.http:;[S],;1824324980:1824325100,;Vide;512,;Vide;120:
11:42:06.688898;190-0-175-100.gba.solunet.com.ar.2915;184.107.43.74.http:;[S],;1433414207:1433414327,;Vide;512,;Vide;120:
11:42:06.688914;190-0-175-100.gba.solunet.com.ar.2916;184.107.43.74.http:;[S],;800364258:800364378,;Vide;512,;Vide;120:
11:42:06.688930;190-0-175-100.gba.solunet.com.ar.2917;184.107.43.74.http:;[S],;389392197:389392317,;Vide;512,;Vide;120:
11:42:06.688946;190-0-175-100.gba.solunet.com.ar.2918;184.107.43.74.http:;[S],;381458609:381458729,;Vide;512,;Vide;120:
11:42:06.688962;190-0-175-100.gba.solunet.com.ar.2919;184.107.43.74.http:;[S],;1097127214:1097127334,;Vide;512,;Vide;120:
11:42:06.688978;190-0-175-100.gba.solunet.com.ar.2920;184.107.43.74.http:;[S],;947181463:947181583,;Vide;512,;Vide;120:
11:42:06.688995;190-0-175-100.gba.solunet.com.ar.2921;184.107.43.74.http:;[S],;1623244661:1623244781,;Vide;512,;Vide;120:
11:42:06.689011;190-0-175-100.gba.solunet.com.ar.2922;184.107.43.74.http:;[S],;1763251200:1763251320,;Vide;512,;Vide;120:
11:42:06.689027;190-0-175-100.gba.solunet.com.ar.2923;184.107.43.74.http:;[S],;1446408963:1446409083,;Vide;512,;Vide;120:
11:42:06.689043;190-0-175-100.gba.solunet.com.ar.2924;184.107.43.74.http:;[S],;6472983:6473103,;Vide;512,;Vide;120:
11:42:06.689059;190-0-175-100.gba.solunet.com.ar.2925;184.107.43.74.http:;[S],;923793088:923793208,;Vide;512,;Vide;120:
11:42:06.689075;190-0-175-100.gba.solunet.com.ar.2926;184.107.43.74.http:;[S],;1456940182:1456940302,;Vide;512,;Vide;120:
11:42:06.689091;190-0-175-100.gba.solunet.com.ar.2927;184.107.43.74.http:;[S],;1144963368:1144963488,;Vide;512,;Vide;120:
11:42:06.689107;190-0-175-100.gba.solunet.com.ar.2928;184.107.43.74.http:;[S],;958986424:958986544,;Vide;512,;Vide;120:
11:42:06.689124;190-0-175-100.gba.solunet.com.ar.2929;184.107.43.74.http:;[S],;623294432:623294552,;Vide;512,;Vide;120:
11:42:06.689140;190-0-175-100.gba.solunet.com.ar.2930;184.107.43.74.http:;[S],;2080896164:2080896284,;Vide;512,;Vide;120:
11:42:06.689156;190-0-175-100.gba.solunet.com.ar.2931;184.107.43.74.http:;[S],;2036804954:2036805074,;Vide;512,;Vide;120:
11:42:06.689172;190-0-175-100.gba.solunet.com.ar.2932;184.107.43.74.http:;[S],;1377675191:1377675311,;Vide;512,;Vide;120:
11:42:06.689188;190-0-175-100.gba.solunet.com.ar.2933;184.107.43.74.http:;[S],;1689337201:1689337321,;Vide;512,;Vide;120:
11:42:06.689204;190-0-175-100.gba.solunet.com.ar.2934;184.107.43.74.http:;[S],;1992479901:1992480021,;Vide;512,;Vide;120:
11:42:06.689221;190-0-175-100.gba.solunet.com.ar.2935;184.107.43.74.http:;[S],;448963720:448963840,;Vide;512,;Vide;120:
11:42:06.689237;190-0-175-100.gba.solunet.com.ar.2936;184.107.43.74.http:;[S],;1673942995:1673943115,;Vide;512,;Vide;120:
11:42:06.689254;190-0-175-100.gba.solunet.com.ar.2937;184.107.43.74.http:;[S],;508102320:508102440,;Vide;512,;Vide;120:
11:42:06.689270;190-0-175-100.gba.solunet.com.ar.2938;184.107.43.74.http:;[S],;906824183:906824303,;Vide;512,;Vide;120:
11:42:06.689286;190-0-175-100.gba.solunet.com.ar.2939;184.107.43.74.http:;[S],;1301597736:1301597856,;Vide;512,;Vide;120:
11:42:06.689302;190-0-175-100.gba.solunet.com.ar.2940;184.107.43.74.http:;[S],;2016791707:2016791827,;Vide;512,;Vide;120:
11:42:06.689329;190-0-175-100.gba.solunet.com.ar.2941;184.107.43.74.http:;[S],;1307571792:1307571912,;Vide;512,;Vide;120:
11:42:06.689348;190-0-175-100.gba.solunet.com.ar.2942;184.107.43.74.http:;[S],;220486285:220486405,;Vide;512,;Vide;120:
11:42:06.689364;192.168.190.130.50245;BP-Linux8.ssh:;[.],;Vide;37,;2047,;[nop,nop,TS;0

11:42:06.689379;190-0-175-100.gba.solunet.com.ar.2943;184.107.43.74.http:;[S],;1348155073:1348155193,;Vide;512,;Vide;120:
11:42:06.689399;190-0-175-100.gba.solunet.com.ar.2944;184.107.43.74.http:;[S],;2011632609:2011632729,;Vide;512,;Vide;120:
11:42:06.689417;190-0-175-100.gba.solunet.com.ar.2945;184.107.43.74.http:;[S],;1887760223:1887760343,;Vide;512,;Vide;120:
11:42:06.689436;190-0-175-100.gba.solunet.com.ar.2946;184.107.43.74.http:;[S],;262468476:262468596,;Vide;512,;Vide;120:
11:42:06.689455;190-0-175-100.gba.solunet.com.ar.gpsd;184.107.43.74.http:;[S],;83605274:83605394,;Vide;512,;Vide;120:
11:42:06.689474;190-0-175-100.gba.solunet.com.ar.2948;184.107.43.74.http:;[S],;1740562813:1740562933,;Vide;512,;Vide;120:
11:42:06.689493;190-0-175-100.gba.solunet.com.ar.2949;184.107.43.74.http:;[S],;1319832408:1319832528,;Vide;512,;Vide;120:
11:42:06.689513;190-0-175-100.gba.solunet.com.ar.2950;184.107.43.74.http:;[S],;2066024919:2066025039,;Vide;512,;Vide;120:
11:42:06.689531;190-0-175-100.gba.solunet.com.ar.2951;184.107.43.74.http:;[S],;631354515:631354635,;Vide;512,;Vide;120:
11:42:06.689551;190-0-175-100.gba.solunet.com.ar.2952;184.107.43.74.http:;[S],;786549505:786549625,;Vide;512,;Vide;120:
11:42:06.689567;190-0-175-100.gba.solunet.com.ar.2953;184.107.43.74.http:;[S],;2147377442:2147377562,;Vide;512,;Vide;120:
11:42:06.689583;190-0-175-100.gba.solunet.com.ar.2954;184.107.43.74.http:;[S],;1865279992:1865280112,;Vide;512,;Vide;120:
11:42:06.689599;190-0-175-100.gba.solunet.com.ar.2955;184.107.43.74.http:;[S],;2094213787:2094213907,;Vide;512,;Vide;120:
11:42:06.689615;190-0-175-100.gba.solunet.com.ar.2956;184.107.43.74.http:;[S],;1610488267:1610488387,;Vide;512,;Vide;120:
11:42:06.689632;190-0-175-100.gba.solunet.com.ar.2957;184.107.43.74.http:;[S],;1871043614:1871043734,;Vide;512,;Vide;120:
11:42:06.689648;190-0-175-100.gba.solunet.com.ar.2958;184.107.43.74.http:;[S],;1873359548:1873359668,;Vide;512,;Vide;120:
11:42:06.689664;190-0-175-100.gba.solunet.com.ar.2959;184.107.43.74.http:;[S],;428938847:428938967,;Vide;512,;Vide;120:
11:42:06.689680;190-0-175-100.gba.solunet.com.ar.2960;184.107.43.74.http:;[S],;308559589:308559709,;Vide;512,;Vide;120:
11:42:06.689697;190-0-175-100.gba.solunet.com.ar.2961;184.107.43.74.http:;[S],;1445634292:1445634412,;Vide;512,;Vide;120:
11:42:06.689713;190-0-175-100.gba.solunet.com.ar.2962;184.107.43.74.http:;[S],;1582000614:1582000734,;Vide;512,;Vide;120:
11:42:06.689729;190-0-175-100.gba.solunet.com.ar.2963;184.107.43.74.http:;[S],;2095333745:2095333865,;Vide;512,;Vide;120:
11:42:06.689745;190-0-175-100.gba.solunet.com.ar.2964;184.107.43.74.http:;[S],;380003590:380003710,;Vide;512,;Vide;120:
11:42:06.689761;190-0-175-100.gba.solunet.com.ar.2965;184.107.43.74.http:;[S],;575973699:575973819,;Vide;512,;Vide;120:
11:42:06.689777;190-0-175-100.gba.solunet.com.ar.2966;184.107.43.74.http:;[S],;984724144:984724264,;Vide;512,;Vide;120:
11:42:06.689794;190-0-175-100.gba.solunet.com.ar.2967;184.107.43.74.http:;[S],;1132714272:1132714392,;Vide;512,;Vide;120:
11:42:06.689810;190-0-175-100.gba.solunet.com.ar.2968;184.107.43.74.http:;[S],;1528046403:1528046523,;Vide;512,;Vide;120:
11:42:06.689826;190-0-175-100.gba.solunet.com.ar.2969;184.107.43.74.http:;[S],;930061073:930061193,;Vide;512,;Vide;120:
11:42:06.689842;190-0-175-100.gba.solunet.com.ar.2970;184.107.43.74.http:;[S],;640356017:640356137,;Vide;512,;Vide;120:
11:42:06.689858;190-0-175-100.gba.solunet.com.ar.2971;184.107.43.74.http:;[S],;528239294:528239414,;Vide;512,;Vide;120:
11:42:06.689875;190-0-175-100.gba.solunet.com.ar.2972;184.107.43.74.http:;[S],;1901282698:1901282818,;Vide;512,;Vide;120:
11:42:06.689891;190-0-175-100.gba.solunet.com.ar.2973;184.107.43.74.http:;[S],;685005216:685005336,;Vide;512,;Vide;120:
11:42:06.689907;190-0-175-100.gba.solunet.com.ar.2974;184.107.43.74.http:;[S],;375045571:375045691,;Vide;512,;Vide;120:
11:42:06.689923;190-0-175-100.gba.solunet.com.ar.2975;184.107.43.74.http:;[S],;835552724:835552844,;Vide;512,;Vide;120:
11:42:06.689940;190-0-175-100.gba.solunet.com.ar.2976;184.107.43.74.http:;[S],;1806803249:1806803369,;Vide;512,;Vide;120:
11:42:06.689956;190-0-175-100.gba.solunet.com.ar.2977;184.107.43.74.http:;[S],;1403781976:1403782096,;Vide;512,;Vide;120:
11:42:06.689972;190-0-175-100.gba.solunet.com.ar.2978;184.107.43.74.http:;[S],;1857577827:1857577947,;Vide;512,;Vide;120:
11:42:06.689988;190-0-175-100.gba.solunet.com.ar.2979;184.107.43.74.http:;[S],;613786318:613786438,;Vide;512,;Vide;120:
11:42:06.690004;190-0-175-100.gba.solunet.com.ar.2980;184.107.43.74.http:;[S],;1139723507:1139723627,;Vide;512,;Vide;120:
11:42:06.690020;190-0-175-100.gba.solunet.com.ar.2981;184.107.43.74.http:;[S],;1206447016:1206447136,;Vide;512,;Vide;120:
11:42:06.690037;190-0-175-100.gba.solunet.com.ar.2982;184.107.43.74.http:;[S],;1445311361:1445311481,;Vide;512,;Vide;120:
11:42:06.690053;190-0-175-100.gba.solunet.com.ar.2983;184.107.43.74.http:;[S],;495382399:495382519,;Vide;512,;Vide;120:
11:42:06.690069;190-0-175-100.gba.solunet.com.ar.2984;184.107.43.74.http:;[S],;504037573:504037693,;Vide;512,;Vide;120:
11:42:06.690086;190-0-175-100.gba.solunet.com.ar.2985;184.107.43.74.http:;[S],;1189073227:1189073347,;Vide;512,;Vide;120:
11:42:06.690102;190-0-175-100.gba.solunet.com.ar.2986;184.107.43.74.http:;[S],;349735851:349735971,;Vide;512,;Vide;120:
11:42:06.690118;190-0-175-100.gba.solunet.com.ar.2987;184.107.43.74.http:;[S],;1743997360:1743997480,;Vide;512,;Vide;120:
11:42:06.690134;190-0-175-100.gba.solunet.com.ar.afbackup;184.107.43.74.http:;[S],;800450425:800450545,;Vide;512,;Vide;120:
11:42:06.690150;190-0-175-100.gba.solunet.com.ar.afmbackup;184.107.43.74.http:;[S],;1539938242:1539938362,;Vide;512,;Vide;120:
11:42:06.690167;190-0-175-100.gba.solunet.com.ar.2990;184.107.43.74.http:;[S],;96432362:96432482,;Vide;512,;Vide;120:
11:42:06.690183;190-0-175-100.gba.solunet.com.ar.2991;184.107.43.74.http:;[S],;1073459671:1073459791,;Vide;512,;Vide;120:
11:42:06.690200;190-0-175-100.gba.solunet.com.ar.2992;184.107.43.74.http:;[S],;1621687164:1621687284,;Vide;512,;Vide;120:
11:42:06.690216;190-0-175-100.gba.solunet.com.ar.2993;184.107.43.74.http:;[S],;1175631809:1175631929,;Vide;512,;Vide;120:
11:42:06.690232;190-0-175-100.gba.solunet.com.ar.2994;184.107.43.74.http:;[S],;1830627349:1830627469,;Vide;512,;Vide;120:
11:42:06.690248;190-0-175-100.gba.solunet.com.ar.2995;184.107.43.74.http:;[S],;1819193728:1819193848,;Vide;512,;Vide;120:
11:42:06.690273;190-0-175-100.gba.solunet.com.ar.2996;184.107.43.74.http:;[S],;1717304645:1717304765,;Vide;512,;Vide;120:
11:42:06.690292;190-0-175-100.gba.solunet.com.ar.2997;184.107.43.74.http:;[S],;362200597:362200717,;Vide;512,;Vide;120:
11:42:06.690311;190-0-175-100.gba.solunet.com.ar.2998;184.107.43.74.http:;[S],;1034079503:1034079623,;Vide;512,;Vide;120:
11:42:06.690330;190-0-175-100.gba.solunet.com.ar.2999;184.107.43.74.http:;[S],;966020472:966020592,;Vide;512,;Vide;120:
11:42:06.690349;190-0-175-100.gba.solunet.com.ar.3000;184.107.43.74.http:;[S],;1088084577:1088084697,;Vide;512,;Vide;120:
11:42:06.690368;190-0-175-100.gba.solunet.com.ar.3001;184.107.43.74.http:;[S],;2040627834:2040627954,;Vide;512,;Vide;120:
11:42:06.690387;190-0-175-100.gba.solunet.com.ar.3002;184.107.43.74.http:;[S],;56922242:56922362,;Vide;512,;Vide;120:
11:42:06.690406;190-0-175-100.gba.solunet.com.ar.3003;184.107.43.74.http:;[S],;1333217795:1333217915,;Vide;512,;Vide;120:
11:42:06.690425;190-0-175-100.gba.solunet.com.ar.3004;184.107.43.74.http:;[S],;112068765:112068885,;Vide;512,;Vide;120:
11:42:06.690444;190-0-175-100.gba.solunet.com.ar.3005;184.107.43.74.http:;[S],;1063488021:1063488141,;Vide;512,;Vide;120:
11:42:06.690463;190-0-175-100.gba.solunet.com.ar.3006;184.107.43.74.http:;[S],;728060989:728061109,;Vide;512,;Vide;120:
11:42:06.690479;190-0-175-100.gba.solunet.com.ar.3007;184.107.43.74.http:;[S],;912590920:912591040,;Vide;512,;Vide;120:
11:42:06.690495;190-0-175-100.gba.solunet.com.ar.3008;184.107.43.74.http:;[S],;873376142:873376262,;Vide;512,;Vide;120:
11:42:06.690511;190-0-175-100.gba.solunet.com.ar.3009;184.107.43.74.http:;[S],;320510834:320510954,;Vide;512,;Vide;120:
11:42:06.690527;190-0-175-100.gba.solunet.com.ar.3010;184.107.43.74.http:;[S],;2015264963:2015265083,;Vide;512,;Vide;120:
11:42:06.690543;190-0-175-100.gba.solunet.com.ar.3011;184.107.43.74.http:;[S],;654911091:654911211,;Vide;512,;Vide;120:
11:42:06.690559;190-0-175-100.gba.solunet.com.ar.3012;184.107.43.74.http:;[S],;1740863530:1740863650,;Vide;512,;Vide;120:
11:42:06.690575;190-0-175-100.gba.solunet.com.ar.3013;184.107.43.74.http:;[S],;275982698:275982818,;Vide;512,;Vide;120:
11:42:06.690592;190-0-175-100.gba.solunet.com.ar.3014;184.107.43.74.http:;[S],;1050618290:1050618410,;Vide;512,;Vide;120:
11:42:06.690608;190-0-175-100.gba.solunet.com.ar.3015;184.107.43.74.http:;[S],;273840584:273840704,;Vide;512,;Vide;120:
11:42:06.690624;190-0-175-100.gba.solunet.com.ar.3016;184.107.43.74.http:;[S],;1282206454:1282206574,;Vide;512,;Vide;120:
11:42:06.690640;190-0-175-100.gba.solunet.com.ar.3017;184.107.43.74.http:;[S],;130484455:130484575,;Vide;512,;Vide;120:
11:42:06.690656;190-0-175-100.gba.solunet.com.ar.3018;184.107.43.74.http:;[S],;710155597:710155717,;Vide;512,;Vide;120:
11:42:06.690672;190-0-175-100.gba.solunet.com.ar.3019;184.107.43.74.http:;[S],;1674186656:1674186776,;Vide;512,;Vide;120:
11:42:06.690689;190-0-175-100.gba.solunet.com.ar.3020;184.107.43.74.http:;[S],;267548579:267548699,;Vide;512,;Vide;120:
11:42:06.690705;190-0-175-100.gba.solunet.com.ar.3021;184.107.43.74.http:;[S],;881641024:881641144,;Vide;512,;Vide;120:
11:42:06.690721;190-0-175-100.gba.solunet.com.ar.3022;184.107.43.74.http:;[S],;294956367:294956487,;Vide;512,;Vide;120:
11:42:06.690737;190-0-175-100.gba.solunet.com.ar.3023;184.107.43.74.http:;[S],;129181772:129181892,;Vide;512,;Vide;120:
11:42:06.690753;190-0-175-100.gba.solunet.com.ar.3024;184.107.43.74.http:;[S],;1559949048:1559949168,;Vide;512,;Vide;120:
11:42:06.690769;190-0-175-100.gba.solunet.com.ar.3025;184.107.43.74.http:;[S],;2122918249:2122918369,;Vide;512,;Vide;120:
11:42:06.690786;190-0-175-100.gba.solunet.com.ar.3026;184.107.43.74.http:;[S],;1489799454:1489799574,;Vide;512,;Vide;120:
11:42:06.690802;190-0-175-100.gba.solunet.com.ar.3027;184.107.43.74.http:;[S],;1377897310:1377897430,;Vide;512,;Vide;120:
11:42:06.690818;190-0-175-100.gba.solunet.com.ar.3028;184.107.43.74.http:;[S],;1928766:1928886,;Vide;512,;Vide;120:
11:42:06.690834;190-0-175-100.gba.solunet.com.ar.3029;184.107.43.74.http:;[S],;543456972:543457092,;Vide;512,;Vide;120:
11:42:06.690850;190-0-175-100.gba.solunet.com.ar.3030;184.107.43.74.http:;[S],;1821018754:1821018874,;Vide;512,;Vide;120:
11:42:06.690866;190-0-175-100.gba.solunet.com.ar.3031;184.107.43.74.http:;[S],;627731393:627731513,;Vide;512,;Vide;120:
11:42:06.690883;190-0-175-100.gba.solunet.com.ar.3032;184.107.43.74.http:;[S],;1151706370:1151706490,;Vide;512,;Vide;120:
11:42:06.690899;190-0-175-100.gba.solunet.com.ar.3033;184.107.43.74.http:;[S],;1302382279:1302382399,;Vide;512,;Vide;120:
11:42:06.690915;190-0-175-100.gba.solunet.com.ar.3034;184.107.43.74.http:;[S],;265493268:265493388,;Vide;512,;Vide;120:
11:42:06.690931;190-0-175-100.gba.solunet.com.ar.3035;184.107.43.74.http:;[S],;300591750:300591870,;Vide;512,;Vide;120:
11:42:06.690947;190-0-175-100.gba.solunet.com.ar.3036;184.107.43.74.http:;[S],;323682098:323682218,;Vide;512,;Vide;120:
11:42:06.690963;190-0-175-100.gba.solunet.com.ar.3037;184.107.43.74.http:;[S],;1062825302:1062825422,;Vide;512,;Vide;120:
11:42:06.690980;190-0-175-100.gba.solunet.com.ar.3038;184.107.43.74.http:;[S],;1283128633:1283128753,;Vide;512,;Vide;120:
11:42:06.690996;190-0-175-100.gba.solunet.com.ar.3039;184.107.43.74.http:;[S],;1857968235:1857968355,;Vide;512,;Vide;120:
11:42:06.691012;190-0-175-100.gba.solunet.com.ar.3040;184.107.43.74.http:;[S],;960371294:960371414,;Vide;512,;Vide;120:
11:42:06.691028;190-0-175-100.gba.solunet.com.ar.3041;184.107.43.74.http:;[S],;605602773:605602893,;Vide;512,;Vide;120:
11:42:06.691044;190-0-175-100.gba.solunet.com.ar.3042;184.107.43.74.http:;[S],;1448573763:1448573883,;Vide;512,;Vide;120:
11:42:06.691060;190-0-175-100.gba.solunet.com.ar.3043;184.107.43.74.http:;[S],;935180499:935180619,;Vide;512,;Vide;120:
11:42:06.691077;190-0-175-100.gba.solunet.com.ar.3044;184.107.43.74.http:;[S],;1488889326:1488889446,;Vide;512,;Vide;120:
11:42:06.691093;190-0-175-100.gba.solunet.com.ar.3045;184.107.43.74.http:;[S],;2012834888:2012835008,;Vide;512,;Vide;120:
11:42:06.691109;190-0-175-100.gba.solunet.com.ar.3046;184.107.43.74.http:;[S],;633374121:633374241,;Vide;512,;Vide;120:
11:42:06.691125;190-0-175-100.gba.solunet.com.ar.3047;184.107.43.74.http:;[S],;780197126:780197246,;Vide;512,;Vide;120:
11:42:06.691142;190-0-175-100.gba.solunet.com.ar.3048;184.107.43.74.http:;[S],;436304711:436304831,;Vide;512,;Vide;120:
11:42:06.691166;190-0-175-100.gba.solunet.com.ar.3049;184.107.43.74.http:;[S],;311852473:311852593,;Vide;512,;Vide;120:
11:42:06.691185;190-0-175-100.gba.solunet.com.ar.gds-db;184.107.43.74.http:;[S],;2081027068:2081027188,;Vide;512,;Vide;120:
11:42:06.691204;190-0-175-100.gba.solunet.com.ar.3051;184.107.43.74.http:;[S],;1716409779:1716409899,;Vide;512,;Vide;120:
11:42:06.691223;190-0-175-100.gba.solunet.com.ar.3052;184.107.43.74.http:;[S],;99641630:99641750,;Vide;512,;Vide;120:
11:42:06.691242;190-0-175-100.gba.solunet.com.ar.3053;184.107.43.74.http:;[S],;1820646286:1820646406,;Vide;512,;Vide;120:
11:42:06.691261;190-0-175-100.gba.solunet.com.ar.3054;184.107.43.74.http:;[S],;566154574:566154694,;Vide;512,;Vide;120:
11:42:06.691280;190-0-175-100.gba.solunet.com.ar.3055;184.107.43.74.http:;[S],;43599191:43599311,;Vide;512,;Vide;120:
11:42:06.691299;190-0-175-100.gba.solunet.com.ar.3056;184.107.43.74.http:;[S],;228414738:228414858,;Vide;512,;Vide;120:
11:42:06.691318;190-0-175-100.gba.solunet.com.ar.3057;184.107.43.74.http:;[S],;462917021:462917141,;Vide;512,;Vide;120:
11:42:06.691337;190-0-175-100.gba.solunet.com.ar.3058;184.107.43.74.http:;[S],;2125003352:2125003472,;Vide;512,;Vide;120:
11:42:06.691355;190-0-175-100.gba.solunet.com.ar.3059;184.107.43.74.http:;[S],;921635199:921635319,;Vide;512,;Vide;120:
11:42:06.691374;190-0-175-100.gba.solunet.com.ar.3060;184.107.43.74.http:;[S],;1691236832:1691236952,;Vide;512,;Vide;120:
11:42:06.691391;190-0-175-100.gba.solunet.com.ar.3061;184.107.43.74.http:;[S],;1959859709:1959859829,;Vide;512,;Vide;120:
11:42:06.691407;190-0-175-100.gba.solunet.com.ar.3062;184.107.43.74.http:;[S],;207751575:207751695,;Vide;512,;Vide;120:
11:42:06.691423;190-0-175-100.gba.solunet.com.ar.3063;184.107.43.74.http:;[S],;1881586096:1881586216,;Vide;512,;Vide;120:
11:42:06.691439;190-0-175-100.gba.solunet.com.ar.3064;184.107.43.74.http:;[S],;1841294608:1841294728,;Vide;512,;Vide;120:
11:42:06.691455;190-0-175-100.gba.solunet.com.ar.3065;184.107.43.74.http:;[S],;352370378:352370498,;Vide;512,;Vide;120:
11:42:06.691471;190-0-175-100.gba.solunet.com.ar.3066;184.107.43.74.http:;[S],;2010372454:2010372574,;Vide;512,;Vide;120:
11:42:06.691488;190-0-175-100.gba.solunet.com.ar.3067;184.107.43.74.http:;[S],;696531990:696532110,;Vide;512,;Vide;120:
11:42:06.691504;190-0-175-100.gba.solunet.com.ar.3068;184.107.43.74.http:;[S],;1768641584:1768641704,;Vide;512,;Vide;120:
11:42:06.691520;190-0-175-100.gba.solunet.com.ar.3069;184.107.43.74.http:;[S],;67378926:67379046,;Vide;512,;Vide;120:
11:42:06.691536;190-0-175-100.gba.solunet.com.ar.3070;184.107.43.74.http:;[S],;1745679546:1745679666,;Vide;512,;Vide;120:
11:42:06.691552;190-0-175-100.gba.solunet.com.ar.3071;184.107.43.74.http:;[S],;1321463796:1321463916,;Vide;512,;Vide;120:
11:42:06.691569;190-0-175-100.gba.solunet.com.ar.3072;184.107.43.74.http:;[S],;1547818097:1547818217,;Vide;512,;Vide;120:
11:42:06.691585;190-0-175-100.gba.solunet.com.ar.3073;184.107.43.74.http:;[S],;1725832565:1725832685,;Vide;512,;Vide;120:
11:42:06.691601;190-0-175-100.gba.solunet.com.ar.3074;184.107.43.74.http:;[S],;643204050:643204170,;Vide;512,;Vide;120:
11:42:06.691617;190-0-175-100.gba.solunet.com.ar.3075;184.107.43.74.http:;[S],;1936305527:1936305647,;Vide;512,;Vide;120:
11:42:06.691633;190-0-175-100.gba.solunet.com.ar.3076;184.107.43.74.http:;[S],;1175520940:1175521060,;Vide;512,;Vide;120:
11:42:06.691649;190-0-175-100.gba.solunet.com.ar.3077;184.107.43.74.http:;[S],;1141708059:1141708179,;Vide;512,;Vide;120:
